date,open,high,low,close,volume
2015-03-31,12.902,12.9173,12.5607,12.5847,75398535.00000006
2015-04-01,12.58,12.82,12.4033,12.506,56919315.000000045
2015-04-02,12.682,12.882,12.6667,12.7333,75155520.00000006
2015-04-06,13.2,13.85,13.1667,13.54,186837165.00000012
2015-04-07,13.5007,13.6707,13.4093,13.55,65217960.00000005
2015-04-08,13.88,14.06,13.7247,13.8447,94546755.00000007
2015-04-09,13.8953,14.0247,13.7413,14.006,57003375.000000045
2015-04-10,13.99,14.11,13.9333,14.06,61015140.00000005
2015-04-13,14.029,14.2,13.9367,13.9853,56373450.000000045
2015-04-14,13.9047,13.966,13.7,13.8307,45389445.00000004
2015-04-15,13.8307,13.9727,13.7733,13.8553,29285670.000000022
2015-04-16,13.8467,13.9447,13.7527,13.78,24885885.000000022
2015-04-17,13.666,13.792,13.5667,13.786,37048890.00000003
2015-04-20,13.7853,13.8567,13.59,13.6847,38388765.00000003
2015-04-21,13.72,14.05,13.6207,13.9607,51488115.000000045
2015-04-22,14.1667,14.792,14.1127,14.6293,117945555.0000001
2015-04-23,14.5513,14.7653,14.4767,14.5733,66167760.00000006
2015-04-24,14.7,14.72,14.534,14.5617,36417645.00000003
2015-04-27,14.8373,15.9167,14.8,15.4367,175089405.00000015
2015-04-28,15.65,15.7,15.202,15.3653,91280685.00000007
2015-04-29,15.3367,15.6647,15.1753,15.4967,59041155.00000005
2015-04-30,15.3593,15.526,15.0113,15.07,58677855.00000005
2015-05-01,15.3293,15.4513,14.6937,15.0687,79225335.00000007
2015-05-04,15.212,15.6487,15.1407,15.3673,66518940.00000006
2015-05-05,15.8507,15.9667,15.2753,15.53,86953095.00000007
2015-05-06,15.6067,15.6313,15.2133,15.362,79063995.00000006
2015-05-07,14.7333,15.832,14.6833,15.7867,141838635.00000012
2015-05-08,15.7327,15.894,15.58,15.774,70023540.00000006
2015-05-11,15.7527,16.192,15.6873,15.966,85083930.00000007
2015-05-12,16.0073,16.4233,15.8793,16.316,95451435.00000007
2015-05-13,16.5073,16.5533,16.15,16.212,81602475.00000007
2015-05-14,16.3213,16.326,16.0833,16.2733,43439040.00000004
2015-05-15,16.262,16.6267,16.1667,16.5893,67913445.00000006
2015-05-18,16.4667,16.66,16.4,16.5833,50298180.000000045
2015-05-19,16.562,16.7333,16.41,16.476,55113465.000000045
2015-05-20,16.4753,16.516,16.0915,16.29,56333535.000000045
2015-05-21,16.202,16.4413,16.1572,16.3747,29559645.000000022
2015-05-22,16.3587,16.5733,16.334,16.5153,33346335.00000003
2015-05-26,16.512,16.8,16.4333,16.497,52480230.000000045
2015-05-27,16.5673,16.6333,16.37,16.4953,51123000.000000045
2015-05-28,16.4687,16.7867,16.3367,16.7633,54709245.000000045
2015-05-29,16.7333,16.8578,16.6287,16.72,56839245.000000045
2015-06-01,16.7607,16.7733,16.498,16.63,37575855.00000003
2015-06-02,16.5947,16.6267,16.42,16.5567,32022135.000000022
2015-06-03,16.5467,16.7147,16.4673,16.5993,26722575.000000022
2015-06-04,16.5,16.62,16.3807,16.3947,36804225.00000003
2015-06-05,16.4,16.6467,16.3787,16.6093,45330390.00000004
2015-06-08,16.7233,17.25,16.6873,17.086,75254955.00000006
2015-06-09,17.0267,17.1827,16.9427,17.0667,39167190.00000003
2015-06-10,16.7933,16.9333,16.5667,16.7133,51816795.000000045
2015-06-11,16.884,16.958,16.6953,16.7607,30660870.000000022
2015-06-12,16.6807,16.8973,16.6807,16.7127,21335025.00000002
2015-06-15,16.6467,16.752,16.4007,16.692,32792625.000000022
2015-06-16,16.6753,16.896,16.6063,16.8747,29770170.000000022
2015-06-17,16.8113,17.624,16.8013,17.3607,82693800.00000007
2015-06-18,17.4667,17.564,17.3347,17.4593,41740545.00000004
2015-06-19,17.4933,17.5867,17.34,17.5007,36945195.00000003
2015-06-22,17.4767,17.6267,17.046,17.3193,68416185.00000006
2015-06-23,17.3547,17.8667,17.238,17.8447,58062270.00000005
2015-06-24,17.7987,17.8233,17.5813,17.678,36184395.00000003
2015-06-25,17.7633,18.094,17.6833,17.9193,42738060.00000004
2015-06-26,17.926,17.9407,17.7333,17.806,57576510.00000005
2015-06-29,17.4633,17.73,17.38,17.468,52183635.000000045
2015-06-30,17.6533,18.0613,17.6,17.884,46304025.00000004
2015-07-01,18.074,18.1747,17.8567,17.9433,31518360.000000022
2015-07-02,18.6797,18.83,18.2207,18.668,107458950.00000007
2015-07-06,18.592,18.7793,18.42,18.648,61828995.00000005
2015-07-07,18.3333,18.3467,17.3847,17.8587,91576890.00000007
2015-07-08,17.288,17.3867,16.954,16.9973,93316155.00000007
2015-07-09,17.272,17.53,17.1193,17.1947,50011155.000000045
2015-07-10,17.4813,17.5333,17.188,17.2767,39162870.00000003
2015-07-13,17.4833,17.5033,17.07,17.4773,44404785.00000004
2015-07-14,17.4733,17.7327,17.3673,17.71,28614615.000000022
2015-07-15,17.7827,17.8327,17.472,17.5427,30324315.000000022
2015-07-16,17.6147,17.8133,17.544,17.7787,24239415.000000022
2015-07-17,18.1667,18.3693,17.8833,18.3107,75061485.00000006
2015-07-20,18.3333,19.11,18.1693,18.8173,74676810.00000006
2015-07-21,18.0033,18.2333,17.77,17.7847,91630290.00000007
2015-07-22,17.418,17.9627,17.3907,17.858,46574400.00000004
2015-07-23,17.9767,17.9933,17.6847,17.8133,33408585.00000003
2015-07-24,17.8253,18.0727,17.5947,17.694,42547470.00000004
2015-07-27,17.4953,17.6288,16.7193,16.8673,70412880.00000006
2015-07-28,17.05,17.6933,16.7892,17.6547,58437120.00000005
2015-07-29,17.618,17.8593,17.4667,17.588,41851425.00000004
2015-07-30,17.5127,17.796,17.474,17.786,30518400.000000022
2015-07-31,17.84,17.9573,17.6749,17.7433,33338280.00000003
2015-08-03,17.7527,17.7807,17.138,17.3327,38302110.00000003
2015-08-04,17.334,17.7813,17.2227,17.752,35287950.00000003
2015-08-05,17.572,18.0667,17.36,18.0087,93214785.00000007
2015-08-06,16.636,17.0,15.7413,16.4087,219356310.00000015
2015-08-07,16.2387,16.2487,15.8927,16.1673,76100850.00000006
2015-08-10,15.8767,16.198,15.7367,16.076,62787900.00000005
2015-08-11,15.81,15.9533,15.6293,15.8247,63974085.00000005
2015-08-12,15.6667,15.9847,15.516,15.878,56087355.000000045
2015-08-13,15.9907,16.432,15.9413,16.1673,70337730.00000006
2015-08-14,16.4827,16.5287,16.118,16.21,65472150.00000005
2015-08-17,17.0373,17.106,16.7007,16.9993,107650350.00000007
2015-08-18,17.0253,17.3967,16.904,17.3813,62925525.00000005
2015-08-19,17.3553,17.3767,17.0013,17.0167,54064230.000000045
2015-08-20,16.804,16.9707,16.1267,16.1453,73586355.00000006
2015-08-21,15.7333,16.2533,15.3673,15.3847,98853510.00000007
2015-08-24,13.5193,15.4267,13.0,14.5913,143723775.00000012
2015-08-25,15.368,15.3933,14.608,14.6687,64909410.00000005
2015-08-26,15.1953,15.2,14.3673,14.9893,74445630.00000006
2015-08-27,15.4,16.3167,15.3873,16.1993,114839385.0000001
2015-08-28,16.124,16.7633,16.1047,16.5653,82705095.00000007
2015-08-31,16.3747,16.9967,16.3673,16.604,70503480.00000006
2015-09-01,16.0227,16.4,15.798,15.9087,81821475.00000007
2015-09-02,16.3533,16.5253,15.9853,16.5127,69437610.00000006
2015-09-03,16.804,16.8053,16.3333,16.3713,62921580.00000005
2015-09-04,16.0593,16.2727,15.88,16.1287,55337295.000000045
2015-09-08,16.3367,16.6107,16.27,16.5447,47073465.00000004
2015-09-09,16.8033,16.95,16.5535,16.594,50861820.000000045
2015-09-10,16.482,16.7149,16.3553,16.5653,40635360.00000004
2015-09-11,16.5093,16.6827,16.3153,16.6827,35262660.00000003
2015-09-14,16.74,16.95,16.6447,16.8793,43362765.00000004
2015-09-15,16.85,16.9733,16.6333,16.9047,44001990.00000004
2015-09-16,16.8693,17.5253,16.8587,17.4833,66256215.00000006
2015-09-17,17.5973,17.7,17.3793,17.4713,53787180.000000045
2015-09-18,17.1973,17.588,17.1667,17.3747,56445960.000000045
2015-09-21,17.5987,18.1047,17.0533,17.6133,91802325.00000007
2015-09-22,17.2687,17.51,17.058,17.396,54965295.000000045
2015-09-23,17.4633,17.472,17.1723,17.404,39011670.00000003
2015-09-24,17.302,17.5633,17.0807,17.5413,51722865.000000045
2015-09-25,17.774,17.794,17.0767,17.1273,56600880.000000045
2015-09-28,17.1567,17.3193,16.4407,16.562,73515855.00000006
2015-09-29,16.6973,16.982,16.364,16.4433,55547310.000000045
2015-09-30,16.8,16.8267,16.156,16.56,73943730.00000006
2015-10-01,16.5007,16.5667,15.8087,15.992,68594460.00000006
2015-10-02,15.7067,16.5133,15.662,16.5047,66359730.00000006
2015-10-05,16.5893,16.656,16.2753,16.41,55347975.000000045
2015-10-06,16.0,16.202,15.7053,16.0973,78538455.00000006
2015-10-07,15.7753,15.8467,15.2747,15.464,102209385.00000007
2015-10-08,15.3387,15.3813,14.754,15.1147,91998240.00000007
2015-10-09,14.7287,14.958,14.5573,14.7127,92375550.00000007
2015-10-12,14.866,14.8667,14.3513,14.372,57544545.00000005
2015-10-13,14.2187,14.8348,14.0753,14.6167,77573025.00000006
2015-10-14,14.7113,14.73,14.362,14.4587,46566690.00000004
2015-10-15,14.4287,14.782,14.2467,14.754,42663495.00000004
2015-10-16,14.8693,15.3654,14.858,15.134,65017395.00000005
2015-10-19,15.1,15.41,14.996,15.2067,37618425.00000003
2015-10-20,15.1813,15.24,13.4667,14.202,223500705.00000015
2015-10-21,14.1327,14.3207,13.92,14.006,62752065.00000005
2015-10-22,14.104,14.3833,13.96,14.1147,42377385.00000004
2015-10-23,14.3333,14.3567,13.846,13.9393,63531930.00000005
2015-10-26,14.092,14.392,14.0,14.3507,50871570.000000045
2015-10-27,14.3227,14.4733,13.834,14.0233,52791735.000000045
2015-10-28,14.0873,14.23,13.8867,14.1973,40928895.00000004
2015-10-29,14.1167,14.2499,14.0427,14.1087,27075480.000000022
2015-10-30,14.0267,14.1087,13.5927,13.7953,66583515.00000006
2015-11-02,13.928,14.3867,13.8147,14.2527,58919160.00000005
2015-11-03,14.2567,14.296,13.85,13.89,124987290.0000001
2015-11-04,15.1333,15.516,15.0133,15.442,190895490.00000012
2015-11-05,15.372,15.639,15.2793,15.4513,67452645.00000006
2015-11-06,15.38,15.5573,15.3,15.4907,36679395.00000003
2015-11-09,15.5327,15.5327,14.954,15.022,57762900.00000005
2015-11-10,14.8987,14.9133,14.4053,14.4333,69255105.00000006
2015-11-11,14.518,14.632,14.242,14.6053,50217090.000000045
2015-11-12,14.5233,14.6,14.1773,14.196,43738500.00000004
2015-11-13,14.1967,14.1993,13.768,13.8127,51454905.000000045
2015-11-16,13.7393,14.332,13.72,14.2873,43880925.00000004
2015-11-17,14.3467,14.4,14.0933,14.2667,32230185.000000022
2015-11-18,14.3,14.7587,14.168,14.738,42178500.00000004
2015-11-19,14.7027,15.0793,14.6867,14.7867,37565625.00000003
2015-11-20,14.8993,15.0,14.2387,14.6673,66010830.00000006
2015-11-23,14.49,14.612,14.312,14.5167,37892985.00000003
2015-11-24,14.358,14.7333,14.3333,14.55,37204395.00000003
2015-11-25,14.756,15.3883,14.6917,15.3093,59861685.00000005
2015-11-27,15.404,15.4833,15.134,15.4407,29240295.000000022
2015-11-30,15.4527,15.6187,15.272,15.3507,39897195.00000004
2015-12-01,15.404,15.8667,15.4033,15.8127,56009325.000000045
2015-12-02,15.8,15.9067,15.4153,15.466,44722020.00000004
2015-12-03,15.6987,15.83,15.3333,15.514,44093460.00000004
2015-12-04,15.4973,15.5513,15.1773,15.3587,38604045.00000003
2015-12-07,15.18,15.7087,15.0767,15.4087,47163345.00000004
2015-12-08,15.168,15.2533,14.9467,15.1147,40314540.00000004
2015-12-09,15.1133,15.1667,14.7147,14.968,45866295.00000004
2015-12-10,14.9807,15.2327,14.9093,15.138,31075380.000000022
2015-12-11,15.016,15.05,14.4427,14.468,49030890.000000045
2015-12-14,14.5007,14.728,14.3247,14.572,42472770.00000004
2015-12-15,14.788,14.8147,14.5333,14.7393,33666360.00000003
2015-12-16,14.8067,15.6587,14.7153,15.634,76565115.00000006
2015-12-17,15.596,15.8507,15.321,15.5593,49479570.000000045
2015-12-18,15.526,15.7267,15.286,15.364,45212550.00000004
2015-12-21,15.446,15.722,15.4053,15.504,29297610.000000022
2015-12-22,15.666,15.77,15.3087,15.33,29422425.000000022
2015-12-23,15.4787,15.5633,15.2087,15.3133,23324685.00000002
2015-12-24,15.3707,15.4587,15.2187,15.3713,10654155.00000001
2015-12-28,15.4327,15.4653,15.036,15.2633,28519560.000000022
2015-12-29,15.3373,15.848,15.3031,15.8127,36094350.00000003
2015-12-30,15.7733,16.2423,15.7114,15.8727,55468815.000000045
2015-12-31,15.9007,16.23,15.8913,16.0007,40725570.00000004
2016-01-04,15.3813,15.4253,14.6,14.894,102407190.00000007
2016-01-05,15.0907,15.126,14.6667,14.8953,47801280.00000004
2016-01-06,14.6667,14.67,14.3987,14.6027,56686920.000000045
2016-01-07,14.2793,14.5627,14.2447,14.3767,53313765.000000045
2016-01-08,14.524,14.696,14.0513,14.0667,54420870.000000045
2016-01-11,14.2673,14.2967,13.5333,13.8567,61371330.00000005
2016-01-12,14.1067,14.2493,13.6873,13.998,46378755.00000004
2016-01-13,14.134,14.1767,13.3333,13.354,61896240.00000005
2016-01-14,13.4807,14.0,12.892,13.7453,97361115.00000007
2016-01-15,13.2647,13.6713,13.15,13.666,83679600.00000007
2016-01-19,13.914,14.0313,13.3853,13.648,60580140.00000005
2016-01-20,13.2933,13.4187,12.75,13.2467,87579120.00000007
2016-01-21,13.4367,13.5487,13.0013,13.3313,47492385.00000004
2016-01-22,13.6534,13.7,13.2687,13.5033,46860825.00000004
2016-01-25,13.3373,13.5713,13.0587,13.092,40481085.00000004
2016-01-26,13.1133,13.188,12.592,12.904,74462700.00000006
2016-01-27,12.8253,12.884,12.3847,12.538,54258315.000000045
2016-01-28,12.7193,12.752,12.1607,12.6467,68891310.00000006
2016-01-29,12.6633,12.916,12.5387,12.7467,42784335.00000004
2016-02-01,12.584,13.3013,12.1833,13.1293,79464585.00000007
2016-02-02,12.828,12.8747,12.0153,12.1853,86604555.00000007
2016-02-03,12.2393,12.2627,11.3453,11.5653,118970430.0000001
2016-02-04,11.38,11.732,11.1327,11.6887,65780490.00000005
2016-02-05,11.42,11.5333,10.5163,10.84,141563865.00000012
2016-02-08,10.4737,10.4767,9.7333,9.866,139694820.00000012
2016-02-09,9.488,10.6527,9.4033,9.8833,129774720.0000001
2016-02-10,10.0333,10.3313,9.4493,9.578,156097695.00000012
2016-02-11,10.1333,10.884,9.8,10.0313,213785460.00000015
2016-02-12,10.3333,10.4673,9.58,10.0693,108536745.00000007
2016-02-16,10.58,10.8633,10.274,10.3447,83906910.00000007
2016-02-17,10.6,11.2893,10.4453,11.2453,87377385.00000007
2016-02-18,11.4947,11.53,10.9847,11.118,58313610.00000005
2016-02-19,10.9107,11.166,10.8333,11.1053,44390850.00000004
2016-02-22,11.3413,11.9273,11.3233,11.8493,75900765.00000006
2016-02-23,11.744,12.1153,11.5787,11.814,89765610.00000007
2016-02-24,11.5167,11.9667,11.1893,11.9333,80934135.00000007
2016-02-25,11.91,12.5679,11.68,12.4953,86261115.00000007
2016-02-26,12.58,12.8,12.3333,12.6893,90976755.00000007
2016-02-29,12.8267,13.09,12.6148,12.7953,67484955.00000006
2016-03-01,12.95,13.0632,12.18,12.4233,100682385.00000007
2016-03-02,12.2487,12.568,12.1,12.556,72935940.00000006
2016-03-03,12.552,13.1613,12.2813,13.0493,72435270.00000006
2016-03-04,13.2,13.602,13.1667,13.4027,97335870.00000007
2016-03-07,13.1787,13.98,13.16,13.686,80056080.00000007
2016-03-08,13.5667,13.8333,13.48,13.5067,62680395.00000005
2016-03-09,13.6347,13.9582,13.5193,13.9147,48128310.00000004
2016-03-10,14.0,14.2193,13.3781,13.6787,77887845.00000006
2016-03-11,13.862,13.9613,13.6887,13.8333,50146155.000000045
2016-03-14,14.1767,14.448,14.0427,14.3433,60985590.00000005
2016-03-15,14.2847,14.598,14.1,14.556,47706780.00000004
2016-03-16,14.5333,14.8387,14.468,14.7953,52750545.000000045
2016-03-17,14.7647,15.2333,14.6667,15.092,56743365.000000045
2016-03-18,15.2733,15.632,15.204,15.516,70676895.00000006
2016-03-21,15.6893,15.992,15.6667,15.888,79617330.00000007
2016-03-22,15.814,15.9327,15.5039,15.616,64739820.00000005
2016-03-23,15.4913,15.6487,14.802,14.8387,74232615.00000006
2016-03-24,14.3853,15.2592,14.3333,15.1833,74413500.00000006
2016-03-28,15.4407,15.654,15.0,15.3507,58885275.00000005
2016-03-29,15.326,15.492,15.022,15.342,60214950.00000005
2016-03-30,15.6727,15.7,15.1,15.126,60494730.00000005
2016-03-31,15.2893,15.828,15.0007,15.318,120193080.0000001
2016-04-01,16.3217,16.5267,15.55,15.8393,239962635.0000002
2016-04-04,16.608,16.808,16.2427,16.466,202129905.00000015
2016-04-05,16.0333,17.104,16.0,17.0313,149230485.00000012
2016-04-06,16.9313,17.8493,16.8967,17.6947,175582185.00000015
2016-04-07,17.7633,17.956,16.9673,17.1467,132842565.00000012
2016-04-08,17.3667,17.388,16.5347,16.6713,110459025.00000007
2016-04-11,16.7333,17.266,16.3533,16.6613,137425395.00000012
2016-04-12,16.6333,16.7867,16.242,16.5213,86448120.00000007
2016-04-13,16.5673,17.0333,16.4887,16.9687,73883925.00000006
2016-04-14,16.8667,17.1226,16.7367,16.7907,61982775.00000005
2016-04-15,16.754,16.9733,16.608,16.9673,56285490.000000045
2016-04-18,16.8153,17.2207,16.7773,16.9253,64070430.00000005
2016-04-19,16.8747,16.958,16.0834,16.4913,95362890.00000007
2016-04-20,16.4173,16.9107,16.1,16.6647,77910765.00000006
2016-04-21,16.5993,16.7267,16.4607,16.5527,41745885.00000004
2016-04-22,16.5927,16.9333,16.3807,16.9167,56794905.000000045
2016-04-25,16.8673,17.1587,16.7173,16.788,55055220.000000045
2016-04-26,16.8033,17.0487,16.626,16.916,48357585.00000004
2016-04-27,16.85,17.0,16.6267,16.7647,48087120.00000004
2016-04-28,16.6567,16.8953,16.496,16.514,37784850.00000003
2016-04-29,16.5427,16.562,15.854,16.0507,81206805.00000007
2016-05-02,16.1,16.2127,15.6547,16.12,57659025.00000005
2016-05-03,15.824,15.9273,15.4413,15.488,64533330.00000005
2016-05-04,15.3527,15.6307,14.6933,14.8373,130506885.0000001
2016-05-05,15.2307,15.2427,13.986,14.102,168822405.00000015
2016-05-06,14.058,14.4247,13.874,14.3287,85278555.00000007
2016-05-09,14.3813,14.41,13.7867,13.928,71645745.00000006
2016-05-10,13.8367,13.9647,13.6667,13.9127,61059255.00000005
2016-05-11,13.8393,14.3653,13.7367,13.9307,77427960.00000006
2016-05-12,14.096,14.1113,13.5771,13.8187,54757125.000000045
2016-05-13,13.852,14.08,13.78,13.8407,42341715.00000004
2016-05-16,13.8767,14.21,13.8613,13.886,44240940.00000004
2016-05-17,13.9367,13.988,13.6013,13.644,42653955.00000004
2016-05-18,13.9433,14.354,13.85,14.078,84262785.00000007
2016-05-19,14.2413,14.4527,13.82,14.3473,102994815.00000007
2016-05-20,14.466,14.7033,14.4233,14.6853,135106140.00000012
2016-05-23,14.658,14.84,14.3907,14.4147,76537185.00000006
2016-05-24,14.44,14.5827,14.3453,14.5273,45207645.00000004
2016-05-25,14.5273,14.7573,14.434,14.6387,46989225.00000004
2016-05-26,14.7,15.0173,14.6033,15.008,61086360.00000005
2016-05-27,14.9993,15.062,14.7167,14.8693,54754080.000000045
2016-05-31,14.8693,14.9833,14.7667,14.882,41835030.00000004
2016-06-01,14.7653,14.8267,14.4593,14.6373,44740425.00000004
2016-06-02,14.6393,14.6606,14.474,14.5973,30492480.000000022
2016-06-03,14.6667,14.796,14.534,14.5993,33434550.00000003
2016-06-06,14.5333,14.7267,14.3633,14.712,33742620.00000003
2016-06-07,14.816,15.6293,14.768,15.4893,93203595.00000007
2016-06-08,15.5867,16.0563,15.507,15.7013,89579925.00000007
2016-06-09,15.6653,15.6887,15.1373,15.2907,67381125.00000006
2016-06-10,15.1593,15.198,14.5614,14.586,90399045.00000007
2016-06-13,14.6333,15.0513,14.5107,14.5247,62895330.00000005
2016-06-14,14.592,14.8133,14.1687,14.3307,53702505.000000045
2016-06-15,14.4633,14.7933,14.342,14.5133,43627830.00000004
2016-06-16,14.4947,14.536,14.2333,14.5287,36603885.00000003
2016-06-17,14.5207,14.666,14.3,14.3647,46689300.00000004
2016-06-20,14.6333,14.9167,14.5487,14.6467,53332065.000000045
2016-06-21,14.712,14.8379,14.5873,14.6407,67935075.00000006
2016-06-22,13.298,13.73,13.05,13.1107,356136210.0000003
2016-06-23,13.046,13.17,12.8087,13.0933,151961220.00000012
2016-06-24,12.67,13.008,12.6487,12.8767,105397740.00000007
2016-06-27,12.724,13.254,12.5247,13.2367,108304845.00000007
2016-06-28,13.4593,13.6033,13.294,13.4527,93186330.00000007
2016-06-29,13.6753,14.1187,13.5333,14.0127,89923620.00000007
2016-06-30,14.198,14.2333,13.9347,14.152,72646665.00000006
2016-07-01,13.7427,14.5493,13.7333,14.4333,80999265.00000007
2016-07-05,13.982,14.3029,13.8667,14.2653,77630175.00000006
2016-07-06,14.0,14.3487,13.9333,14.296,73797825.00000006
2016-07-07,14.2067,14.5413,14.2007,14.396,54180330.000000045
2016-07-08,14.52,14.654,14.3,14.452,61121775.00000005
2016-07-11,14.664,15.1187,14.634,14.9853,81447345.00000007
2016-07-12,14.94,15.1667,14.8813,14.9767,68642475.00000006
2016-07-13,15.0333,15.0393,14.686,14.8353,53505930.000000045
2016-07-14,14.8747,14.996,14.7367,14.7687,40137510.00000004
2016-07-15,14.8347,14.85,14.6427,14.6933,33513705.00000003
2016-07-18,14.6427,15.1393,14.5533,15.0833,51180825.000000045
2016-07-19,15.0,15.2733,14.9833,15.0173,46725975.00000004
2016-07-20,15.098,15.32,15.0,15.224,38527470.00000003
2016-07-21,15.0667,15.1898,14.6067,14.7,66429765.00000006
2016-07-22,14.7993,14.9667,14.592,14.818,38695380.00000003
2016-07-25,14.818,15.426,14.7581,15.334,67360245.00000006
2016-07-26,15.1793,15.3333,15.02,15.3007,51450630.000000045
2016-07-27,15.2893,15.5573,15.128,15.2327,43335105.00000004
2016-07-28,15.1967,15.384,15.1067,15.374,36285885.00000003
2016-07-29,15.38,15.6853,15.3493,15.6527,46062195.00000004
2016-08-01,15.7,15.7753,15.292,15.334,60244260.00000005
2016-08-02,15.2913,15.3247,14.76,15.1467,59016480.00000005
2016-08-03,15.158,15.3133,14.9473,15.0527,58316385.00000005
2016-08-04,15.046,15.3907,14.8033,15.374,62204955.00000005
2016-08-05,15.3333,15.4667,15.16,15.3353,48078225.00000004
2016-08-08,15.2,15.3067,15.0727,15.0773,33953760.00000003
2016-08-09,15.1213,15.4358,15.11,15.272,33117495.00000003
2016-08-10,15.216,15.3247,14.9747,15.0433,35074515.00000003
2016-08-11,15.078,15.1713,14.894,14.994,28214040.000000022
2016-08-12,15.0273,15.11,14.936,15.0407,27203100.000000022
2016-08-15,15.068,15.3,14.9953,15.0393,30514920.000000022
2016-08-16,15.0327,15.146,14.894,14.9073,34007205.00000003
2016-08-17,14.9553,14.9887,14.8533,14.8827,26806905.000000022
2016-08-18,14.9213,15.044,14.8193,14.9007,25717005.000000022
2016-08-19,14.9027,15.0113,14.8353,15.0,24892950.000000022
2016-08-22,14.9447,15.0073,14.8453,14.862,30982395.000000022
2016-08-23,14.9547,15.2327,14.8533,14.9893,71766270.00000006
2016-08-24,15.1367,15.1433,14.8147,14.8413,38560395.00000003
